Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
SCF;ROULANTE INGENIEUR ATEX;Caliper;;CSCF0002;0/150 mm;±0,1 mm;;Perdu;;;;3143574;
SCF;ROULANTE INGENIEUR ATEX;Caliper;;CSCF0003;0/300 mm;±0,1 mm;Conforme;Etalonnage/Vérification en cours;05/10/2020 00:00:00;05/10/2022 00:00:00;24 Mois;11521;
SCF;ROULANTE INGENIEUR ATEX;Depth gauge;;CSCF0004;0/300 mm;±0,1 mm;Conforme;En service;15/09/2021 08:32:31;15/09/2023 08:32:31;24 Mois;110486;
MET;ASS-001 (PISCINE ÉTANCHÉITÉ);Pressure gauge;;CSCR0001;0/1 bar;±1 %;;Réformé;;;;SANS;
SCR;SCR-002;Climatic chamber;;CSCR0002;-40/+100 °C;±2 °C;Conforme;En service;06/01/2022 11:32:50;06/01/2023 11:32:50;12 Mois;7760;04/12/17 : passage à une précision de +/-2°C. Vu avec Julien.C
SCR;A-SCR-02;Temperature display;;CSCR0003;-45/+85 °C;±1,5 °C;Conforme;En service;06/04/2022 09:06:17;06/04/2024 09:06:17;24 Mois;90662;
SCR;A-SCR-01;Thermocouple;;CSCR0004;Perdu;Perdu;;Perdu;;;;SANS;
SCR;A-SCR-02;Pressure sensor;;CSCR0005;-400/+400 mbar;±2 mbar;Conforme;En service;29/10/2021 09:32:41;29/10/2023 09:32:41;24 Mois;4113401;
SCR;A-SCR-02;Pressure sensor;;CSCR0006;-400/+400 mbar;±2 mbar;;Réformé;;;;2626871;
SCR;SCR-011;Climatic chamber;;CSCR0007;-40/+100 °C;±2 °C;Conforme;En service;11/07/2022 11:25:03;11/07/2023 11:25:03;12 Mois;56766020110010;"12/07/2018: Enceinte remis en  NON  conforme.

Utilisation avec un thermocouple étalonnée + afficheur de température.

Maintenance changement de la résistance.
"
SCR;SCR-001 ;Climatic chamber;;CSCR0008;-40/+100 °C;±2 °C;Conforme après intervention;En service;22/09/2022 09:21:04;22/09/2023 09:21:04;12 Mois;7759;
SCR;SCR-003;Climatic chamber;;CSCR0009;-40/+100 °C;±2 °C;Conforme;En service;15/06/2022 09:10:37;15/06/2023 09:10:37;12 Mois;8540;
SCR;ARMOIRE;Pressure sensor;;CSCR0010;Réformé;Réformé;;Réformé;;;;NA;
SCR;ARMOIRE;Pressure sensor;;CSCR0011;Réformé;Réformé;;Réformé;;;;4102467;
SCR;ARMOIRE;Pressure sensor;;CSCR0012;Perdu;Perdu;;Perdu;;;;4103371;
SCR;A-SCR-02;Pressure sensor;;CSCR0013;0/10 bar;±20 mbar;Conforme;En service;18/08/2022 10:57:27;18/08/2024 10:57:27;24 Mois;4122249;"0/10 bar.

26/02/2018: non conforme à 0/5V et conforme à 1/6V. Vérification interne avec le calibrateur.
"
SCR;ARMOIRE;Pressure sensor;;CSCR0014;Réformé;Réformé;;Réformé;;;;NA;
SCR;ARMOIRE;Pressure sensor;;CSCR0015;Réformé;Réformé;;Réformé;;;;2626864;"09/11/17 : voir pour recalibration en interne, sinon à remplacer + ré-étalonnage
20/11/17 : Re calibration impossible -> Réformé"
SCR;A-SCR-02;Pressure sensor;;CSCR0017;-200/+200 mbar;±2 mbar;Conforme;En service;07/09/2021 15:48:40;07/09/2023 15:48:40;24 Mois;2626861;
SCR;ARMOIRE;Pressure sensor;;CSCR0018;Réformé;Réformé;;Réformé;;;;2626865;"09/11/17 : voir pour recalibration en interne, sinon à remplacer + ré-étalonnage
20/11/17 : Re calibration impossible -> Réformé"
SCR;A-SCR-04;Depth gauge;;CSCR0019;0/500 mm;±0,1 mm;Conforme;En service;15/09/2021 08:36:36;15/09/2023 08:36:36;24 Mois;NA;
SCR;A-SCR-04;Depth gauge;;CSCR0020;0/500 mm;±0,1 mm;Conforme;En service;24/01/2022 11:06:10;24/01/2024 11:06:10;24 Mois;8906;
SCR;A-SCR-01;Thermocouple;;CSCR0021;-40/+100 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0022;-50/+200 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0023;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0031;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0032;-50/+200 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0035;-40/+100 °C;Approach device;;Non soumis à l'étalonnage;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0037;-40/+100 °C;±2 °C;;Réformé;;;;NA;
SCR;ARMOIRE;Inclinometer;;CSCR0038;0/90 °;±0,10 °;;Réformé;;;;1101030390;
SCR;A-SCR-01;Thermocouple;;CSCR0040;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0041;Perdu;Perdu;;Perdu;;;;NA;
SCR;SCR-009 SCR FILLING STATION;Pressure sensor;;CSCR0043;Réformé;Réformé;;Réformé;;;;2626857;
SCR;ARMOIRE;Pressure sensor;;CSCR0044;Réformé;Réformé;;Réformé;;;;4113391;
SCR;BANC ADM;Thermocouple;;CSCR0046;réformé;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0047;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0050;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0052;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0053;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0054;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0055;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0056;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0057;Réformé;Réformé;;Réformé;;;;NA;
SCR;ARMOIRE;Pressure sensor;;CSCR0058;Perdu;Perdu;;Perdu;;;;NA;
SCR;ARMOIRE;Pressure sensor;;CSCR0059;Réformé;Réformé;;Réformé;;;;2626863;"09/11/17 : voir pour recalibration en interne, sinon à remplacer + ré-étalonnage
20/11/17 : Re calibration impossible -> Réformé"
SCR;A-SCR-02;Pressure sensor;;CSCR0060;-400/+400 mbar;±2 mbar;Conforme;En service;05/10/2022 15:35:26;05/10/2024 15:35:26;24 Mois;2626869;
SCR;ARMOIRE STATION;Chronometer;;CSCR0062;0/1 h;± 1 s;Conforme;En service;09/12/2021 00:00:00;09/12/2023 00:00:00;24 Mois;NA;
SCR;ARMOIRE;Scale;;CSCR0063;Réformé;Réformé;;Réformé;;;;1126012073;
SCR;R-SCR-04;Caliper;;CSCR0064;0/150 mm;±0,1 mm;Conforme;En service;24/01/2022 11:15:32;24/01/2024 11:15:32;24 Mois;157984;
SCR;A-SCR-02;Pressure sensor;;CSCR0066;0/10 bar;±20 mbar;Conforme;En service;07/09/2021 10:38:10;07/09/2023 10:38:10;24 Mois;2626867;
SCR;A-SCR-02;Pressure sensor;;CSCR0067;-400/+400 mbar;±2 mbar;;Perdu;;;;2626868;
EPE;A-ATEX-02;X channel data logger;;CSCR0069;"-40/+100 °C; 0/20 mV; 0/50 mV; 0/100 mV; 0/200 mV; 0/500 mV; 0/1 V; 0/2 V; 0/5 V; 0/10 V; 1/5 V; 4/20 mA";"±1 °C;±0,1 %FS;±0,4 %RV";Conforme;Maintenance en cours;17/09/2021 00:00:00;17/09/2022 00:00:00;12 Mois;"H00861255
20100801";"05/11/2018: parti en mission froide suite mail Y,SKOCZEK


15/06/2021: maintenance en cours changement de résistance."
SCR;A-SCR-01;Thermocouple;;CSCR0071;-40/+100 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-02;Conductivity meter;;CSCR0072;"0/2000 µS/cm;0/20 mS/cm";±1 %RV;Conforme;En service;26/05/2021 00:00:00;26/05/2023 00:00:00;24 Mois;14081191;
SCR;A-SCR-04;Depth gauge;;CSCR0073;0/800 mm;±0,1 mm;Conforme;Etalonnage/Vérification en cours;13/11/2020 00:00:00;13/11/2022 00:00:00;24 Mois;207140034;
SCR;A-SCR-04;Depth gauge;;CSCR0074;0/700 mm;±0,1 mm;Conforme;Alerte Etalonnage/Vérification;13/11/2020 00:00:00;13/11/2022 00:00:00;24 Mois;207140033;
SCR;ARMOIRE;Pressure gauge;;CSCR0075;Réformé;Réformé;;Réformé;;;;NA;
SCR;ARMOIRE;Refractometer;;CSCR0076;Perdu;Perdu;;Perdu;;;;B927553;
SCR;A-SCR-01;Thermocouple;;CSCR0077;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0078;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0080;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0084;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0085;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0086;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0087;-40/+100 °C;±2 °C;Conforme;En service;10/02/2021 00:00:00;10/02/2023 00:00:00;24 Mois;NA;
SCR;A-SCR-02;Multimeter;;CSCR0088;"0/1 kOhm; 0/100 kOhm; 0/1 Mohm; 0/100V DC; 0/3 A DC";"±20 mOhm; ±2 Ohm; ±30 Ohm;  ±10 mV; ±5 mA";Conforme;En service;01/08/2022 00:00:00;01/08/2023 00:00:00;12 Mois;MY47068320;
SCR;A-SCR-01;Thermocouple;;CSCR0089;-50/+200 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0090;-40/+100 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-02;Clampmeter;;CSCR0091;30 A;±0,37 A;;Perdu;;;;22020078;
SCR;A-SCR-02;Clampmeter;;CSCR0092;30 A;±0,37 A;Conforme;Etalonnage/Vérification en cours;17/08/2021 00:00:00;17/08/2022 00:00:00;12 Mois;22020084;
SCR;A-SCR-02;Clampmeter;;CSCR0093;30 A;±0,37 A;;Réformé;;;;22020072;
SCR;;Clampmeter;;CSCR0094;30 A;±0,37 A;;Réformé;;;;22020073;
SCR;A-SCR-02;Clampmeter;;CSCR0095;20 A;±0,19 A;;Perdu;;;;14250309;
SCR;A-SCR-02;Inclinometer;;CSCR0096;0/90 °;±0,10 °;;Réformé;;;;1201020267;
SCR;A-SCR-01;Thermocouple;;CSCR0098;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0099;-40/+100 °C;±2 °C;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0101;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0103;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0106;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0108;Réformé;Réformé;;Réformé;;;;NA;
SCR;A-SCR-02;Multimeter;;CSCR0109;"0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC";"±0,3 Ohm;±1 Ohm;±40 mV;±50 mA";Conforme;En service;15/03/2022 00:00:00;15/03/2024 00:00:00;24 Mois;443187;
SCR;A-SCR-02;Pressure sensor;;CSCR0110;-400/+400 mbar;±2 mbar;Conforme;Alerte Etalonnage/Vérification;10/11/2020 15:42:55;10/11/2022 15:42:55;24 Mois;4113393;"-400/400 mbar

26/02/2018: non conforme à 0/5V et conforme à 1/6V. Vérification interne avec le calibrateur."
SCR;A-SCR-01;Thermocouple;;CSCR0111;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0113;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0114;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0115;Réformé;Réformé;;Réformé;;;;NA;
SCR;ARMOIRE;Pressure gauge;;CSCR0116;Perdu;Perdu;;Perdu;;;;NA;
SCR;ARMOIRE;Pressure gauge;;CSCR0117;Perdu;Perdu;;Perdu;;;;NA;
SCR;ARMOIRE;Pressure gauge;;CSCR0118;Perdu;Perdu;;Perdu;;;;NA;
SCR;ARMOIRE;Pressure gauge;;CSCR0119;Perdu;Perdu;;Perdu;;;;NA;
SCR;PPM-SCR-04;Stabilized power supply;;CSCR0120;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-351A030-0001;
SCR;PPM-SCR-01;Stabilized power supply;;CSCR0121;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;29/09/2021 15:48:58;29/09/2023 15:48:58;24 Mois;LOC-344A073-0003;
SCR;PPM-SCR-01;Stabilized power supply;;CSCR0122;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;29/09/2021 15:53:47;29/09/2023 15:53:47;24 Mois;LOC-344A073-0002;
SCR;PPM-SCR-01;Stabilized power supply;;CSCR0123;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;29/09/2021 16:01:49;29/09/2023 16:01:49;24 Mois;NA;
SCR;\;Stabilized power supply;;CSCR0124;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0004;
SCR;\;Stabilized power supply;;CSCR0125;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0003;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0126;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0005;
SCR;\;Stabilized power supply;;CSCR0127;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0018;
SCR;\;Stabilized power supply;;CSCR0128;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0010;
SCR;\;Stabilized power supply;;CSCR0129;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-427A197-0008;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0130;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0019;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0131;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0001;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0132;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0002;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0133;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0004;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0134;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0013;
SCR;PPM-SCR-20;Stabilized power supply;;CSCR0135;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-427A198-0011;
SCR;PPM-SCR-11;Stabilized power supply;;CSCR0136;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-330A144-0002;
SCR;PPM-SCR-11;Stabilized power supply;;CSCR0137;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-336A231-0004;
SCR;PPM-SCR-11;Stabilized power supply;;CSCR0138;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-336A231-0002;
SCR;PPM-SCR-15;Stabilized power supply;;CSCR0139;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-339A154-0007;
SCR;PPM-SCR-06;Stabilized power supply;;CSCR0140;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-344A073-0012;
SCR;PPM-SCR-04;Stabilized power supply;;CSCR0141;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;22/09/2021 14:42:12;22/09/2023 14:42:12;24 Mois;LOC-321A086-0001;
SCR;PPM-SCR-04;Stabilized power supply;;CSCR0142;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;22/09/2021 14:49:51;22/09/2023 14:49:51;24 Mois;LOC-319A191-0009;
SCR;PPM-SCR-01;Stabilized power supply;;CSCR0143;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-319A191-0010;
SCR;PPM-SCR-07;Stabilized power supply;;CSCR0144;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0006;
SCR;PPM-SCR-07;Stabilized power supply;;CSCR0145;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-344A073-0009;
SCR;PPM-SCR-07;Stabilized power supply;;CSCR0146;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0003;
SCR;PPM-SCR-07;Stabilized power supply;;CSCR0147;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-344A073-0004;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0148;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0006;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0149;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0008;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0150;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0015;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0151;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0017;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0152;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0016;
SCR;PPM-SCR-18;Stabilized power supply;;CSCR0153;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-428A316-0007;
SCR;BANC F. TEST;Stabilized power supply;;CSCR0154;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;NA;
SCR;PPM-SCR-02;Stabilized power supply;;CSCR0155;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;NA;
SCR;PPM-SCR-02;Stabilized power supply;;CSCR0156;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;NA;
SCR;PPM-SCR-02;Stabilized power supply;;CSCR0157;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;NA;
CAL;ARMOIRE;Stabilized power supply;;CSCR0158;0-20V0-38 A;± 0,5 V± 0,1216 A;Conforme;En service;07/04/2022 11:57:19;07/04/2024 11:57:19;24 Mois;NA;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0159;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 10:16:24;05/08/2023 10:16:24;24 Mois;LOC-317A037-0002;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0160;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 11:06:26;05/08/2023 11:06:26;24 Mois;LOC-319A191-0006;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0161;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 00:00:00;05/08/2023 00:00:00;24 Mois;LOC-321A086-0005;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0162;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 11:42:24;05/08/2023 11:42:24;24 Mois;LOC-3210A086-0002;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0163;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 13:10:54;05/08/2023 13:10:54;24 Mois;LOC-321A086-0006;
SCR;PPM-SCR-10;Stabilized power supply;;CSCR0164;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;05/08/2021 13:20:05;05/08/2023 13:20:05;24 Mois;LOC-321A086-0003;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0165;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-424A180-0007;
SCR;PPM-SCR-14;Stabilized power supply;"Identification : CLAB0415, N° de Série : 1CAC4FE
Identification : CLAB0067, N° de Série : 1A68C10";CSCR0166;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;07/07/2021 14:46:00;07/07/2023 14:46:00;24 Mois;NA;
SCR;PPM-SCR-14;Stabilized power supply;;CSCR0167;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;08/07/2021 10:30:01;08/07/2023 10:30:01;24 Mois;LOC-141Z112-0001;
SCR;PPM-SCR-14;Stabilized power supply;;CSCR0168;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;07/07/2021 14:40:09;07/07/2023 14:40:09;24 Mois;LOC-141Z112-0008;
SCR;PPM-SCR-14;Stabilized power supply;;CSCR0169;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;07/07/2021 14:48:43;07/07/2023 14:48:43;24 Mois;NA;
SCR;PPM-SCR-14;Stabilized power supply;;CSCR0170;"0/20 V;0/38 A";"± 0,5V; Approach device";Conforme;En service;07/07/2021 14:52:17;07/07/2023 14:52:17;24 Mois;NA;
SCR;PPM-SCR-09;Stabilized power supply;;CSCR0171;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-317A037-0011;
SCR;PPM-SCR-08;Stabilized power supply;;CSCR0172;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-325A050-0002;
SCR;PPM-SCR-08;Stabilized power supply;;CSCR0173;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-330A144-0001;
SCR;PPM-SCR-08;Stabilized power supply;;CSCR0174;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-332A040-0008;
SCR;PPM-SCR-08;Stabilized power supply;;CSCR0175;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-332A040-0010;
SCR;PPM-SCR-05;Stabilized power supply;;CSCR0176;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-348A148-0002;
SCR;PPM-SCR-05;Stabilized power supply;;CSCR0177;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-344A073-0001;
SCR;PPM-SCR-05;Stabilized power supply;;CSCR0178;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-345A141-0003;
SCR;PPM-SCR-05;Stabilized power supply;;CSCR0179;"0/20 V;0/38 A";"± 0,5V; Approach device";;Non soumis à l'étalonnage;;;;LOC-342A016-0007;
SCR;SCR AREA;Scale;;CSCR0180;0/120 kg;±10 g;Conforme;En service;21/07/2022 09:40:44;21/07/2024 09:40:44;24 Mois;100199993;
SCR;SCR-028;Climatic chamber;;CSCR0183;-40/+100 °C;±2 °C;Conforme;En service;02/05/2022 00:00:00;02/05/2023 00:00:00;12 Mois;56766020110020;"
02/05/2018: TOL: +/- 1,5 °C à +/- 2°C."
SCR;SCR-029;Climatic chamber;;CSCR0184;-40/+100 °C;±2 °C;Conforme;En service;15/08/2022 09:00:59;15/08/2023 09:00:59;12 Mois;56766023520010;"
02/05/2018: TOL: +/- 1,5 °C à +/- 2°C."
SCR;SCR-052 ADM BENCH;Flowmeter;;CSCR0185;0/5 L/min;±0,25 L/min;Conforme;Sommeil;25/10/2016 00:00:00;25/10/2018 00:00:00;24 Mois;861281;
SCR;PPM-SCR-09;Stabilized power supply;;CSCR0186;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-332A040-0005;
SCR;PPM-SCR-09;Stabilized power supply;;CSCR0187;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-332A040-0001;
SCR;PPM-SCR-09;Stabilized power supply;;CSCR0188;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-319A191-0007;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0189;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-325A050-0002;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0190;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-330A144-0001;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0191;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-332A040-0008;
SCR;TO BE DEFINED;Stabilized power supply;;CSCR0192;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-332A040-0010;
SCR;PPM-SCR-03;Stabilized power supply;;CSCR0193;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0001;
SCR;PPM-SCR-03;Stabilized power supply;;CSCR0194;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0005;
SCR;PPM-SCR-03;Stabilized power supply;;CSCR0195;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-342A016-0002;
SCR;PPM-SCR-03;Stabilized power supply;;CSCR0196;"0/20 V;0/38 A";Approach device;;Non soumis à l'étalonnage;;;;LOC-345A141-0004;
SCR;A-SCR-02;Scale;;CSCR0197;0/60 kg;±20 g;Conforme;En service;20/07/2022 16:01:15;20/07/2024 16:01:15;24 Mois;NA;
SCR;A-SCR-01;Thermocouple;;CSCR0198;Perdu;Perdu;;Perdu;;;;NA;
SCR;A-SCR-02;Temperature display;;CSCR0199;-45/+85 °C;±1,5 °C;Conforme;En service;13/06/2022 00:00:00;13/06/2024 00:00:00;24 Mois;90466;
SCR;ARMOIRE;Torque wrench;;CSCR0200;5/25 Nm;±3 %RV;;Réformé;;;;NA;
SCR;;Torque wrench;;CSCR0201;Réformé;Réformé;;Réformé;;;;A106236;
SCR;SCR-018;Climatic chamber;;CSCR0202;-40/+100 °C;±2 °C;Conforme;En service;24/01/2022 14:12:06;24/01/2023 14:12:06;12 Mois;56766026920010;
SCR;A-SCR-02;Refractometer;;CSCR0203;0/ 54,2%;± 0,3 %;Conforme;En service;22/04/2021 12:38:58;22/04/2023 12:38:58;24 Mois;H932082;
SCR;SCR-052 ADM BENCH;Flowmeter;;CSCR0204;0/180 g/h;"±0,2 %RD;+0,5 g/h";Conforme;En service;29/04/2022 14:42:09;29/04/2024 14:42:09;24 Mois;B13201440A;
SCR;SCR-052 ADM BENCH;Flowmeter;;CSCR0205;0/3600 g/h;"±0,2 %RD;+0,5 g/h";Conforme;En service;29/04/2022 00:00:00;29/04/2024 00:00:00;24 Mois;B13201440B;
SCR;SCR-009 (SCR FILLING STATION);Volumeter;Identification : CLAB0273, Désignation : Carte d'acquisition;CSCR0207;"0/30 L;1,8/40 L/min";"±0,3 L RV;±1 L/min";Conforme;En service;26/01/2022 11:51:56;26/01/2024 11:51:56;24 Mois;1A2CC7C;"Réunion 02/02/2018: Restriction utilisation avec un chronomètre étalonnée.

Maintenance en cours.

"
