Code;Identification;Désignation complète;Avis
PLAST-60;CSCR0411;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0412;Torque wrench REGLABLE Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0413;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0414;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0416;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0417;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0418;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0419;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0421;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0425;Climatic chamber - -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0426;Climatic chamber - -40/+100 °C (Tol:±2 °C);Non conforme
PLAST-60;CSCR0428;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0429;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0430;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0431;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0432;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0436;Pressure sensor - 0/500 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0437;Pressure sensor - 5/500 mbar (Tol:±2 mbar);Conforme
PLAST-60;CSCR0439;Pressure sensor - -1/10 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0440;Frequency measuring chain - 0,1/2 Hz ou 0,3/0,7 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0441;Frequency measuring chain - 0,1/2 Hz ou 0,3/1,5 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0442;Frequency measuring chain - 0,1/2 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0443;Frequency measuring chain - 0,1/2 Hz (Approach device);Conforme
PLAST-60;CSCR0444;Frequency measuring chain - Perdu (Approach device);Conforme
PLAST-60;CSCR0445;Frequency measuring chain - 0,1/2 Hz (Approach device);Conforme
PLAST-60;CSCR0446;Frequency measuring chain - 0,1/2 Hz ou 0,3/0,7 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0447;Frequency measuring chain - Perdu (Approach device);Conforme
PLAST-60;CSCR0448;Frequency measuring chain - 0,1/0,5 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0449;Frequency measuring chain - 0,1/0,5 Hz (Tol:Approach device);Conforme
PLAST-60;CSCR0461;Frequency measuring chain - Perdu (Approach device);Conforme
PLAST-60;CSCR0462;Height gauge - 0/300 mm (Tol:±0,1 mm);Conforme
PLAST-60;CSCR0463;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0464;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0465;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0467;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0469;Pressure sensor - -1/+15 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0470;Thermocouple reader - Perdu (Approach device);Voir résultats dans Certificat
PLAST-60;CSCR0471;OXYMETER / 10/190 % (Tol:±1.5%);Conforme
PLAST-60;CSCR0476;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0478;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0479;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0480;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0481;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0482;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0483;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0484;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0485;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0486;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0487;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0488;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0489;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0490;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0491;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0492;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0493;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0494;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0495;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0496;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0497;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0498;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0499;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0500;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0501;Linear displacement transducer - 0/50 mm (Tol:±0,3 mm);Conforme
PLAST-60;CSCR0502;Linear displacement transducer - Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CSCR0510;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0511;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0512;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0513;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0514;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0515;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0516;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0517;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0518;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0519;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0520;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0521;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0522;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0523;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0524;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0525;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0526;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0527;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0528;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0529;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0530;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0531;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0532;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0533;"Stabilized power supply - 0/20 V;0/38 A (Tol:Approach device)";Voir résultats dans Certificat
PLAST-60;CSCR0535;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CSCR0536;Pressure sensor - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0537;Pressure sensor - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0538;Ruler - 0/1000 mm (Tol:±0,5 mm);Conforme
PLAST-60;CSCR0539;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0540;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0541;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0542;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0543;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0544;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0545;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0546;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0547;Thermocouple TYPE K -40/+100 °C (Tol:Approach device);Conforme
PLAST-60;CSCR0548;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0549;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0550;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0551;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0552;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0553;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0554;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0555;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0556;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0558;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0571;Clampmeter - 0,2/5 A (Tol:±0,05 A);Conforme
PLAST-60;CSCR0572;Clampmeter - 0,2/5 A (Tol:±0,05 A);Conforme
PLAST-60;CSCR0573;Clampmeter - 0,2/5 A (Tol:±0,05 A);Conforme
PLAST-60;CSCR0574;Refractometer - 0/55 % (Tol:±0,3 %);Voir résultats dans Certificat
PLAST-60;CSCR0576;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Voir document
PLAST-60;CSCR0577;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CSCR0578;Thermocouple TYPE K Réformé (Tol:Réformé);Voir document
PLAST-60;CSCR0579;Thermocouple TYPE K Réformé (Tol:Réformé);Voir document
PLAST-60;CSCR0581;Scale NUMERIQUE 0/15 kg (Tol:±10 g);Conforme
PLAST-60;CSCR0582;Scale NUMERIQUE 0/7 kg (Tol:±1%);Conforme
PLAST-60;CSCR0583;Scale NUMERIQUE 0/7 kg (Tol:±0,1 g);Conforme
PLAST-60;CSCR0584;Height gauge - Réformé (Tol:Réformé);Voir documents
PLAST-60;CSCR0585;Pressure sensor - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0587;Micro-ohmmeter - To be defined (Tol:To be defined);Conforme
PLAST-60;CSCR0588;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0589;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0590;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0591;Thermocouple TYPE T Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0592;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0593;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0594;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0595;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0596;Thermocouple TYPE T Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0597;Thermocouple TYPE T Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0598;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0599;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0600;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0601;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0602;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0603;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0604;"Thermocouple reader - -45/+200 °C (Tol:±1 °C Thermocouple T-Type;±1,5 °C Thermocoupe K-Type)";Conforme
PLAST-60;CSCR0607;Scale NUMERIQUE 0/30 kg (Tol:±1 g);Conforme
PLAST-60;CSCR0608;Scale NUMERIQUE 0/30 kg (Tol:±1 g);Conforme
PLAST-60;CSCR0609;Scale NUMERIQUE 0/30 kg (Tol:±1 g);Conforme
PLAST-60;CSCR0610;Scale NUMERIQUE 0/300 kg (Tol:±20 g);Conforme
PLAST-60;CSCR0611;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0612;Thermocouple T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0613;Thermocouple T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0614;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0615;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0616;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0617;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0618;Temperature measuring chain COUPLE THERMOELECTRIQUE Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0619;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0620;Thermocouple T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0621;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0622;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0623;Temperature measuring chain - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0624;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0625;Temperature measuring chain COUPLE THERMOELECTRIQUE Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0626;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0627;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0628;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0629;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0630;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0631;Temperature measuring chain COUPLE THERMOELECTRIQUE Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0632;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0633;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0634;Temperature measuring chain COUPLE THERMOELECTRIQUE -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0638;NI 9219 / Approach device (Tol:Approach device);Conforme
PLAST-60;CSCR0640;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CSCR0641;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CSCR0642;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CSCR0644;Scale - Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0645;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CSCR0646;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0647;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0648;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0649;Pressure sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CSCR0650;NI 9263 / ±10 V (Tol:±0,1 %RV);Conforme
PLAST-60;CSCR0651;NI 9203 / 4/20 mA (Tol:±0,18 %RV);Conforme
PLAST-60;CSCR0653;NI 9263 - ±10 V (Tol:±0,1 %RV);Conforme
PLAST-60;CSCR0654;NI 9263 - ±10 V (Tol:±0,1 %RV);Conforme
PLAST-60;CSCR0655;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0656;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0657;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0658;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0659;Pressure sensor - -200/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CSCR0660;Pressure sensor - 0/100 mbar (Tol:±0,04 %FS);Conforme
PLAST-60;CSCR0661;Pressure sensor - -1/+1 bar (Tol:±20 mbar);Conforme
PLAST-60;CSCR0662;Thermocouple TYPE T Perdu (Tol:Perdu);Conforme
PLAST-60;CSCR0663;Scale NUMERIQUE 500/3000 g (Tol:±0,05 g);Conforme
PLAST-60;CSCR0664;Scale NUMERIQUE 1/3000 g (Tol:±0,05 g);Conforme
PLAST-60;CSCR0665;NI 9263 / ±10 V (Tol:±0,1 %RV);Conforme
PLAST-60;CSCR0666;NI 9263 / ±10 V (Tol:±0,1 %RV);Conforme
PLAST-60;CSCR0668;Scale NUMERIQUE 0/300 kg (Tol:±100 g);Conforme
PLAST-60;CSCR0681;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0682;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0683;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0684;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0685;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0686;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0687;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0688;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0689;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0690;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0691;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0692;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0693;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0694;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0695;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0696;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0697;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0698;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0699;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0700;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0701;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0702;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0703;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0704;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0705;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0706;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0707;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0708;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0709;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0710;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0711;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0712;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0713;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0714;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0715;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0716;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0717;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0718;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0719;Thermocouple TYPE T -40/+100 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0720;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0721;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0722;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0723;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0724;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0725;Thermocouple TYPE T -40/+150 °C (Tol:±1 °C);Conforme
PLAST-60;CSCR0726;Pressure gauge - -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0727;Pressure gauge - -1/+3 bar (Tol:±30 mbar);Conforme
PLAST-60;CSCR0732;Torque wrench REGLABLE 6/30 Nm (Tol:±2 %RV);Conforme
PLAST-60;CSCR0733;Torque wrench REGLABLE 6/30 Nm (Tol:±2 %RV);Conforme
PLAST-60;CSCR0735;Scale NUMERIQUE 1/3000 g (Tol:±0,05 g);Conforme
PLAST-60;CSCR0736;Scale NUMERIQUE 1/3000 g (Tol:±0,05 g);Conforme
PLAST-60;CSCR0737;Scale NUMERIQUE 1/3000 g (Tol:±0,05 g);Conforme
PLAST-60;CSCR0738;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0739;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0740;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0741;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0742;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0743;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0744;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0745;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0746;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0747;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0748;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0749;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
PLAST-60;CSCR0750;"Stabilized power supply - 0/20 V;0/38 A (Tol:± 0,5V; Approach device)";Conforme
